ENTNM,BONSA_ADDRESS,SCALE,company_kind,group,original_kind
애경화학(주),서울특별시 구로구 공원로 7 애경빌딩 4층,중견기업,합성수지플라스틱물질제조업,1,(C20202)합성수지 및 기타 플라스틱 물질 제조업
광동제약(주),"서울특별시 서초구 서초중앙로 85 (서초동), 가산빌딩 3~8층",중견기업,한의약품제조업,4,(C21220)한의약품 제조업
애경산업(주),서울시 마포구 양화로 188,중견기업,치약비누세제제조업,14,"(C20422)치약, 비누 및 기타 세제 제조업"
(주)프라코,경기도 화성시 현대기아로 679-24,중견기업,자동차차체용신품부품제조업,10,(C30320)자동차 차체용 신품 부품 제조업
(주)에스엠코어,"서울시 마포구 마포대로 20 (마포동, 다보빌딩 14층)",대기업,물품취급장비제조업,14,(C29169)기타 물품 취급장비 제조업
(주)더페이스샵,서울특별시 종로구 새문안로 58 (신문로2가),대기업,화장품제조업,15,(C20423)화장품 제조업
(주)신한방,서울특별시 구로구 디지털로 243 (구로동),중견기업,방적업,9,(C13101)면 방적업
에이제이렌터카(주),서울시 구로구 서부샛길 822(구로동),대기업,자동차임대업,3,(N76110)자동차 임대업
케이티링커스(주),"경기도 성남시 수정구 성남대로1182 KT모란빌딩2, 7층",대기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
(주)유봉,"서울 서초구 반포대로 138(서초동, 양진빌딩) 2층",대기업,금속제품도매업,1,(G46721)1차 금속제품 도매업
(주)미코에스앤피,경기도 안성시 대덕면 모산로 53,중견기업,반도체제조용기계제조업,10,(C29271)반도체 제조용 기계 제조업
(주)티에스엠텍,"울산광역시 울주군 청량면 처용산업3길 93 (용암리, (주)티에스엠텍)",중견기업,특수목적용기계제조업,12,(C29200)특수 목적용 기계 제조업
(주)로보스타,경기도 안산시 상록구 수인로 700 (사사동119-38),대기업,산업용로봇제조업,3,(C29280)산업용 로봇 제조업
(주)사람인에이치알,"서울특별시 구로구 디지털로34길 43, 코오롱싸이언스밸리1차 201호 (구로동)",중견기업,포털인터넷정보매개서비스업,12,(J63120)포털 및 기타 인터넷 정보매개 서비스업
인천스마트카드(주),"서울특별시 동작구 보라매로5길 51, 8층 (신대방동 롯데타워)",대기업,자료처리업,3,(J63111)자료 처리업
케이티텔레캅(주),서울특별시 구로구 가마산로 291,대기업,보안시스템서비스업,2,(N75320)보안시스템 서비스업
(주)에스피씨네트웍스,경기도 성남시 중원구 사기막골로31번길 18 (상대원동),중견기업,컴퓨터시스템통합자문구축서비스업,0,(J62021)컴퓨터시스템 통합 자문 및 구축 서비스업
서비스에이스(주),서울특별시 구로구 경인로53길 15 sk텔레콤 7층 (구로동),대기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
와이즈퍼시픽(주),"서울특별시 구로구 디지털로31길12(구로동, 태평양물산)",중견기업,남자용겉옷제조업,10,(C14111)남자용 겉옷 제조업
넷마블네오(주),"서울특별시 구로구 디지털로 300 (구로동), 지밸리비즈플라자",중견기업,게임소프트웨어개발공급업,0,(J58210)게임 소프트웨어 개발 및 공급업
애경유화(주),서울특별시 구로구 공원로 7 (구로동),중견기업,기초화학물질제조업,14,(C20100)기초 화학물질 제조업
디에스파워(주),경기도 오산시 황새로 149번길 55(누읍동),중견기업,발전업,4,(D35110)발전업
삼성카드고객서비스(주),서울특별시 구로구 새말로 97 (구로동),대기업,금융지원서비스업,2,(K66199)그 외 기타 금융 지원 서비스업
(주)신세계센트럴시티,서울특별시 서초구 신반포로 176 (반포동),대기업,여객자동차터미널운영업,12,(H52912)여객 자동차 터미널 운영업
서울고속버스터미널(주),서울특별시 서초구 신반포로 194 (반포동) 902호,대기업,여객자동차터미널운영업,12,(H52912)여객 자동차 터미널 운영업
(주)이랜드리테일,서울특별시 서초구 잠원로 51 (잠원동),중견기업,백화점,13,(G47111)백화점
서주산업개발(주),서울특별시 서초구 사평대로 160 (반포동),중견기업,호텔업,8,(I55101)호텔업
한신공영(주),경기도 용인시 처인구 백암면 덕평로 82,중견기업,아파트건설업,12,(F41112)아파트 건설업
롯데건설(주),서울특별시 서초구 잠원로14길 29 (잠원동),대기업,아파트건설업,12,(F41112)아파트 건설업
(주)E1,"서울특별시 강남구 영동대로 517 (삼성동), 아셈타워 13,14층",대기업,기체연료관련제품도매업,10,(G46713)기체연료 및 관련제품 도매업
원영건업(주),서울시 서초구 방배동 938-7 유니온빌딩 7층,중견기업,콘크리트철근공사업,4,(F42132)콘크리트 및 철근 공사업
(주)롯데아사히주류,서울특별시 서초구 강남대로 369 (서초동),대기업,음료소매업,12,(G47221)음료 소매업
(주)사조대림,서울특별시 서초구 남부순환로 2159 (방배동),중견기업,수산동물훈제조리유사조제식품제조업,10,"(C10211)수산동물 훈제, 조리 및 유사 조제식품 제조업"
대보실업(주),"서울특별시 강남구 광평로 280(수서동,로즈데일오피스텔)",중견기업,도로건설업,9,(F41221)도로 건설업
(주)동일토건,"충청남도 천안시 서북구 두정로 106 (두정동, M프라자 402)",중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)신동진,서울특별시 서초구 명달로 9 (방배동),대기업,부동산임대업,12,(L68110)부동산 임대업
휠라코리아(주),"서울시 서초구 명달로 6 (서초동, 11호)",중견기업,생활용품도매업,15,(G46400)생활용품 도매업
(주)수인교역,서울특별시 서초구 사평대로16길 11 (반포동),중견기업,의료정밀과학기기도매업,8,"(G46592)의료, 정밀 및 과학기기 도매업"
(주)이수화학,서울시 서초구 사평대로 84 이수화학빌딩,중견기업,석유화학계기초화학물질제조업,14,(C20111)석유화학계 기초 화학물질 제조업
(주)소화,서울특별시 서초구 사평대로16길 11 (반포동),중견기업,의료용품도매업,15,(G46442)의료용품 도매업
에이치디씨(주),서울시 강남구 영동대로 520 아이파크타워,중견기업,지주회사,16,(K64992)지주회사
(주)에스엠엔터테인먼트,서울시 강남구 압구정로 423 캠브리지연립주택,중견기업,음악오디오물출판업,3,(J59201)음악 및 기타 오디오물 출판업
센트럴관광개발(주),서울특별시 서초구 신반포로 176 (반포동),대기업,호텔업,8,(I55101)호텔업
(주)바른손,"경기도 성남시 분당구 판교로 253 (삼평동), 이노밸리A동  201호",중견기업,음식점업,10,(I56100)음식점업
(주)비엔에프통상,서울특별시 서초구 강남대로 629 (잠원동),중견기업,목재건축자재중개업,8,(G46104)목재 및 건축자재 중개업
(주)한국야쿠르트,"서울특별시 서초구 강남대로 577 (잠원동), 우덕빌딩",중견기업,액상시유낙농제품제조업,14,(C10501)액상시유 및 기타 낙농제품 제조업
에이치디씨아이서비스(주),"서울시 강남구 영동대로 106길 5 (삼성동,아이파크타워 2)",중견기업,건축물일반청소업,4,(N74211)건축물 일반 청소업
크린팩토메이션(주),경기도 화성시 동탄지성로 14,중견기업,반도체제조용기계제조업,10,(C29271)반도체 제조용 기계 제조업
코비디엔코리아(주),서울특별시 서초구 매헌로 16 (양재동)(하이브랜드 리빙관 5층),중견기업,의약품도매업,15,(G46441)의약품 도매업
(주)한산디엠씨,"서울특별시 강남구 압구정로18길 25 (신사동),한국산업양행빌딩 7층",중견기업,부동산임대업,12,(L68110)부동산 임대업
(주)올가홀푸드,서울특별시 송파구 새말로 170 (문정동),중견기업,해수면양식어업,10,(A03211)해수면 양식 어업
(주)제이앤비컨설팅,서울특별시 영등포구 경인로 775 (문래동3가),중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
네오위즈엔에이치엔에셋매니지먼트(주),"경기도 성남시 분당구 대왕판교로645번길 14 (삼평동), 네오위즈판교타워",중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)미디어로그,"서울특별시 마포구 월드컵북로416, 13층",중견기업,전기통신업,4,(J61299)그 외 기타 전기 통신업
행복나래(주),서울시 중구 서소문로 89-31,대기업,전자상거래소매중개업,15,(G47911)전자상거래 소매 중개업
에쓰오일토탈윤활유(주),"서울특별시 중구 통일로 92 (순화동, 에이스타워 3층)",대기업,윤활유그리스제조업,3,(C19221)윤활유 및 그리스 제조업
(주)이수,서울특별시 서초구 사평대로 84 (반포동),중견기업,지주회사,16,(K64992)지주회사
하이호금속(주),서울특별시 강남구 도산대로221 동남빌딩 8층,중견기업,금속제품도매업,1,(G46721)1차 금속제품 도매업
청라에너지(주),"인천광역시 서구 원당대로 676 (당하동), 제일아이조움 6층",중견기업,증기온수공기조절공급업,10,"(D35300)증기, 냉.온수 및 공기조절 공급업"
(주)반고인터내셔널,서울시 서초구 남부순환로 289길 5,중견기업,셔츠외의도매업,8,(G46413)셔츠 및 외의 도매업
(주)씨스페이시스,"서울특별시 성동구 광나루로 230 (성수동2가), 6층(성수동 2가)",중견기업,체인화편의점,0,(G47122)체인화 편의점
한성자동차(주),서울특별시 강남구 도산대로 414(청담동),중견기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
(주)토니모리,"서울시 서초구 남부순환로 2557 (서초동, 토니모리빌딩)",중견기업,화장품제조업,15,(C20423)화장품 제조업
(주)흥아프로퍼티그룹,서울특별시 송파구 새말로5길 21 (문정동),중견기업,부동산업,11,(L68000)부동산업
푸른당진지키미(주),충청남도 당진시 계성3길 42 (읍내동),중견기업,종합건설업,9,(F41000)종합 건설업
인천아트센터(주),"인천광역시 연수구 센트럴로 263 (송도동), 1005호 아이비에스빌딩 1004호",중견기업,비주거용건물개발공급업,7,(L68122)비주거용 건물 개발 및 공급업
(주)사조바이오피드,전라남도 함평군 함평읍 함영로 1685-18,중견기업,배합사료제조업,14,(C10801)배합 사료 제조업
완주흰여울(주),서울특별시 서초구 강남대로 587 (잠원동),중견기업,환경설비건설업,3,(F41224)환경설비 건설업
새희망교육자산관리(주),"서울특별시 서초구 반포대로 58 (서초동, 서초아트자이)",중견기업,부동산임대업,12,(L68110)부동산 임대업
(주)아키션,"서울특별시 서초구 매헌로 64 (양재동), 엠제이빌딩  201호",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
이레일(주),경기도 시흥시 신현로 115 (포동),중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
(주)넥센디앤에스,서울특별시 서초구 방배로 226 (방배동),중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
효성토요타(주),서울특별시 서초구 반포대로 235,대기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
안양성우(주),"서울특별시 중구 다산로 32 (신당동, 남산타운), 제6상가 106호(신당동)",중견기업,부동산업,11,(L68000)부동산업
미래(주),서울시 광진구 아차산로 197 동흥빌딩 4층,대기업,사무상업용공공기관용건물건설업,8,(F41121)사무.상업용 및 공공기관용 건물 건설업
현대머티리얼(주),"서울특별시 강남구 테헤란로 512 (대치동), 6층",대기업,금속제품도매업,1,(G46721)1차 금속제품 도매업
한국유리공업(주),서울시 강남구 테헤란로 211(역삼동) 한국고등교육재단빌딩 10층,중견기업,판유리제조업,14,(C23111)판유리 제조업
문배철강(주),서울시 동작구 동작대로 35 (사당동),중견기업,철강제조업,9,(C24190)기타 1차 철강 제조업
(주)삼천리,서울특별시 영등포구 국제금융로6길 42 (여의도동),중견기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
(주)삼구,"서울특별시 용산구 청파로 40 (한강로3가), 삼구빌딩 4층",중견기업,봉제의복제조업,3,(C14199)그 외 기타 봉제의복 제조업
